Nr of Frames	Config	Video	QP	TZSearchConfig	Bit Rate	Y-PSNR	U-PSNR	V-PSNR	Total Time
9	encoder_randomaccess_main.cfg	BQMall	37	6	1913.1733	34.6887	39.4191	40.3415	75.310
9	encoder_randomaccess_main.cfg	BQMall	37	7	1913.1733	34.6887	39.4191	40.3415	75.320
9	encoder_randomaccess_main.cfg	BQMall	37	8	1913.1733	34.6887	39.4191	40.3415	75.270
9	encoder_randomaccess_main.cfg	BQMall	37	9	1913.1733	34.6887	39.4191	40.3415	75.230
9	encoder_randomaccess_main.cfg	BQMall	37	10	1913.1733	34.6887	39.4191	40.3415	75.390
9	encoder_randomaccess_main.cfg	BQMall	37	11	1913.1733	34.6887	39.4191	40.3415	75.140
9	encoder_randomaccess_main.cfg	BQMall	37	12	1913.1733	34.6887	39.4191	40.3415	75.380
9	encoder_randomaccess_main.cfg	BQMall	37	13	1913.1733	34.6887	39.4191	40.3415	75.220
9	encoder_randomaccess_main.cfg	BQMall	37	14	1913.1733	34.6887	39.4191	40.3415	74.810
9	encoder_randomaccess_main.cfg	BQMall	37	15	1913.1733	34.6887	39.4191	40.3415	75.440
9	encoder_randomaccess_main.cfg	BQMall	37	16	1913.1733	34.6887	39.4191	40.3415	75.350
9	encoder_randomaccess_main.cfg	BQMall	37	17	1913.1733	34.6887	39.4191	40.3415	75.280
9	encoder_randomaccess_main.cfg	BQMall	37	18	1913.1733	34.6887	39.4191	40.3415	75.020
9	encoder_randomaccess_main.cfg	BQMall	37	19	1913.1733	34.6887	39.4191	40.3415	75.190
9	encoder_randomaccess_main.cfg	BQMall	37	20	1913.1733	34.6887	39.4191	40.3415	75.290
9	encoder_randomaccess_main.cfg	BQMall	37	21	1913.1733	34.6887	39.4191	40.3415	75.180
9	encoder_randomaccess_main.cfg	BQMall	37	22	1913.1733	34.6887	39.4191	40.3415	75.230
9	encoder_randomaccess_main.cfg	BQMall	37	23	1913.1733	34.6887	39.4191	40.3415	75.090
9	encoder_randomaccess_main.cfg	BQMall	37	24	1913.1733	34.6887	39.4191	40.3415	74.930
9	encoder_randomaccess_main.cfg	BQMall	37	25	1913.1733	34.6887	39.4191	40.3415	75.310
9	encoder_randomaccess_main.cfg	BQMall	37	26	1913.1733	34.6887	39.4191	40.3415	75.310
9	encoder_randomaccess_main.cfg	BQMall	37	27	1913.1733	34.6887	39.4191	40.3415	75.080
9	encoder_randomaccess_main.cfg	BQMall	37	28	1913.1733	34.6887	39.4191	40.3415	75.280
9	encoder_randomaccess_main.cfg	BQMall	37	29	1913.1733	34.6887	39.4191	40.3415	75.290
9	encoder_randomaccess_main.cfg	BQMall	37	30	1913.1733	34.6887	39.4191	40.3415	75.170
9	encoder_randomaccess_main.cfg	BQMall	37	31	1913.1733	34.6887	39.4191	40.3415	75.280
9	encoder_randomaccess_main.cfg	BlowingBubbles	32	0	622.3111	32.5372	36.9334	38.5386	21.270
9	encoder_randomaccess_main.cfg	BlowingBubbles	32	1	622.3111	32.5372	36.9334	38.5386	21.290
9	encoder_randomaccess_main.cfg	BlowingBubbles	32	2	622.3111	32.5372	36.9334	38.5386	21.270
9	encoder_randomaccess_main.cfg	BlowingBubbles	32	3	622.3111	32.5372	36.9334	38.5386	21.260
9	encoder_randomaccess_main.cfg	BlowingBubbles	32	4	622.3111	32.5372	36.9334	38.5386	21.200
9	encoder_randomaccess_main.cfg	BlowingBubbles	32	5	622.3111	32.5372	36.9334	38.5386	21.210
9	encoder_randomaccess_main.cfg	BlowingBubbles	32	6	622.3111	32.5372	36.9334	38.5386	21.240
9	encoder_randomaccess_main.cfg	BlowingBubbles	32	7	622.3111	32.5372	36.9334	38.5386	21.220
9	encoder_randomaccess_main.cfg	BlowingBubbles	32	8	622.3111	32.5372	36.9334	38.5386	21.230
9	encoder_randomaccess_main.cfg	BlowingBubbles	32	9	622.3111	32.5372	36.9334	38.5386	21.250
9	encoder_randomaccess_main.cfg	BlowingBubbles	32	10	622.3111	32.5372	36.9334	38.5386	21.220
9	encoder_randomaccess_main.cfg	BlowingBubbles	32	11	622.3111	32.5372	36.9334	38.5386	21.280
9	encoder_randomaccess_main.cfg	BlowingBubbles	32	12	622.3111	32.5372	36.9334	38.5386	21.320
9	encoder_randomaccess_main.cfg	BlowingBubbles	32	13	622.3111	32.5372	36.9334	38.5386	21.300
9	encoder_randomaccess_main.cfg	BlowingBubbles	32	14	622.3111	32.5372	36.9334	38.5386	21.310
9	encoder_randomaccess_main.cfg	BlowingBubbles	32	15	622.3111	32.5372	36.9334	38.5386	21.280
9	encoder_randomaccess_main.cfg	BlowingBubbles	32	16	622.3111	32.5372	36.9334	38.5386	21.270
9	encoder_randomaccess_main.cfg	BlowingBubbles	32	17	622.3111	32.5372	36.9334	38.5386	21.260
9	encoder_randomaccess_main.cfg	BlowingBubbles	32	18	622.3111	32.5372	36.9334	38.5386	21.290
9	encoder_randomaccess_main.cfg	BlowingBubbles	32	19	622.3111	32.5372	36.9334	38.5386	21.240
9	encoder_randomaccess_main.cfg	BlowingBubbles	32	20	622.3111	32.5372	36.9334	38.5386	21.280
9	encoder_randomaccess_main.cfg	BlowingBubbles	32	21	622.3111	32.5372	36.9334	38.5386	21.250
9	encoder_randomaccess_main.cfg	BlowingBubbles	32	22	622.3111	32.5372	36.9334	38.5386	21.300
9	encoder_randomaccess_main.cfg	BlowingBubbles	32	23	622.3111	32.5372	36.9334	38.5386	21.250
9	encoder_randomaccess_main.cfg	BlowingBubbles	32	24	622.3111	32.5372	36.9334	38.5386	21.300
9	encoder_randomaccess_main.cfg	BlowingBubbles	32	25	622.3111	32.5372	36.9334	38.5386	21.230
9	encoder_randomaccess_main.cfg	BlowingBubbles	32	26	622.3111	32.5372	36.9334	38.5386	21.300
9	encoder_randomaccess_main.cfg	BlowingBubbles	32	27	622.3111	32.5372	36.9334	38.5386	21.300
9	encoder_randomaccess_main.cfg	BlowingBubbles	32	28	622.3111	32.5372	36.9334	38.5386	21.270
9	encoder_randomaccess_main.cfg	BlowingBubbles	32	29	622.3111	32.5372	36.9334	38.5386	21.250
9	encoder_randomaccess_main.cfg	BlowingBubbles	32	30	622.3111	32.5372	36.9334	38.5386	21.300
9	encoder_randomaccess_main.cfg	BlowingBubbles	32	31	622.3111	32.5372	36.9334	38.5386	21.250
9	encoder_randomaccess_main.cfg	BlowingBubbles	37	0	622.3111	32.5372	36.9334	38.5386	21.300
9	encoder_randomaccess_main.cfg	BlowingBubbles	37	1	622.3111	32.5372	36.9334	38.5386	21.280
9	encoder_randomaccess_main.cfg	BlowingBubbles	37	2	622.3111	32.5372	36.9334	38.5386	21.290
9	encoder_randomaccess_main.cfg	BlowingBubbles	37	3	622.3111	32.5372	36.9334	38.5386	21.270
9	encoder_randomaccess_main.cfg	BlowingBubbles	37	4	622.3111	32.5372	36.9334	38.5386	21.280
9	encoder_randomaccess_main.cfg	BlowingBubbles	37	5	622.3111	32.5372	36.9334	38.5386	21.280
9	encoder_randomaccess_main.cfg	BlowingBubbles	37	6	622.3111	32.5372	36.9334	38.5386	21.250
9	encoder_randomaccess_main.cfg	BlowingBubbles	37	7	622.3111	32.5372	36.9334	38.5386	21.260
9	encoder_randomaccess_main.cfg	BlowingBubbles	37	8	622.3111	32.5372	36.9334	38.5386	21.210
9	encoder_randomaccess_main.cfg	BlowingBubbles	37	9	622.3111	32.5372	36.9334	38.5386	21.260
9	encoder_randomaccess_main.cfg	BlowingBubbles	37	10	622.3111	32.5372	36.9334	38.5386	21.280
9	encoder_randomaccess_main.cfg	BlowingBubbles	37	11	622.3111	32.5372	36.9334	38.5386	21.270
9	encoder_randomaccess_main.cfg	BlowingBubbles	37	12	622.3111	32.5372	36.9334	38.5386	21.310
9	encoder_randomaccess_main.cfg	BlowingBubbles	37	13	622.3111	32.5372	36.9334	38.5386	21.260
9	encoder_randomaccess_main.cfg	BlowingBubbles	37	14	622.3111	32.5372	36.9334	38.5386	21.250
9	encoder_randomaccess_main.cfg	BlowingBubbles	37	15	622.3111	32.5372	36.9334	38.5386	21.270
9	encoder_randomaccess_main.cfg	BlowingBubbles	37	16	622.3111	32.5372	36.9334	38.5386	21.240
9	encoder_randomaccess_main.cfg	BlowingBubbles	37	17	622.3111	32.5372	36.9334	38.5386	21.310
9	encoder_randomaccess_main.cfg	BlowingBubbles	37	18	622.3111	32.5372	36.9334	38.5386	21.300
9	encoder_randomaccess_main.cfg	BlowingBubbles	37	19	622.3111	32.5372	36.9334	38.5386	21.280
9	encoder_randomaccess_main.cfg	BlowingBubbles	37	20	622.3111	32.5372	36.9334	38.5386	21.250
9	encoder_randomaccess_main.cfg	BlowingBubbles	37	21	622.3111	32.5372	36.9334	38.5386	21.260
9	encoder_randomaccess_main.cfg	BlowingBubbles	37	22	622.3111	32.5372	36.9334	38.5386	21.290
9	encoder_randomaccess_main.cfg	BlowingBubbles	37	23	622.3111	32.5372	36.9334	38.5386	21.340
9	encoder_randomaccess_main.cfg	BlowingBubbles	37	24	622.3111	32.5372	36.9334	38.5386	21.280
9	encoder_randomaccess_main.cfg	BlowingBubbles	37	25	622.3111	32.5372	36.9334	38.5386	21.270
9	encoder_randomaccess_main.cfg	BlowingBubbles	37	26	622.3111	32.5372	36.9334	38.5386	21.290
9	encoder_randomaccess_main.cfg	BlowingBubbles	37	27	622.3111	32.5372	36.9334	38.5386	21.320
9	encoder_randomaccess_main.cfg	BlowingBubbles	37	28	622.3111	32.5372	36.9334	38.5386	21.260
9	encoder_randomaccess_main.cfg	BlowingBubbles	37	29	622.3111	32.5372	36.9334	38.5386	21.290
9	encoder_randomaccess_main.cfg	BlowingBubbles	37	30	622.3111	32.5372	36.9334	38.5386	21.290
9	encoder_randomaccess_main.cfg	BlowingBubbles	37	31	622.3111	32.5372	36.9334	38.5386	21.270
9	encoder_lowdelay_main.cfg	Traffic	32	0	5475.2533	36.2625	38.0818	40.3342	959.040
9	encoder_lowdelay_main.cfg	Traffic	32	1	5475.2533	36.2625	38.0818	40.3342	957.670
9	encoder_lowdelay_main.cfg	Traffic	32	2	5475.2533	36.2625	38.0818	40.3342	957.150
9	encoder_lowdelay_main.cfg	Traffic	32	3	5475.2533	36.2625	38.0818	40.3342	959.570
9	encoder_lowdelay_main.cfg	Traffic	32	4	5475.2533	36.2625	38.0818	40.3342	958.750
9	encoder_lowdelay_main.cfg	Traffic	32	5	5475.2533	36.2625	38.0818	40.3342	957.790
9	encoder_lowdelay_main.cfg	Traffic	32	6	5475.2533	36.2625	38.0818	40.3342	959.310
9	encoder_lowdelay_main.cfg	Traffic	32	7	5475.2533	36.2625	38.0818	40.3342	958.440
9	encoder_lowdelay_main.cfg	Traffic	32	8	5475.2533	36.2625	38.0818	40.3342	957.810
9	encoder_lowdelay_main.cfg	Traffic	32	9	5475.2533	36.2625	38.0818	40.3342	958.310
9	encoder_lowdelay_main.cfg	Traffic	32	10	5475.2533	36.2625	38.0818	40.3342	957.620
9	encoder_lowdelay_main.cfg	Traffic	32	11	5475.2533	36.2625	38.0818	40.3342	957.480
9	encoder_lowdelay_main.cfg	Traffic	32	12	5475.2533	36.2625	38.0818	40.3342	961.140
9	encoder_lowdelay_main.cfg	Traffic	32	13	5475.2533	36.2625	38.0818	40.3342	957.450
9	encoder_lowdelay_main.cfg	Traffic	32	14	5475.2533	36.2625	38.0818	40.3342	959.030
9	encoder_lowdelay_main.cfg	Traffic	32	15	5475.2533	36.2625	38.0818	40.3342	960.140
9	encoder_lowdelay_main.cfg	Traffic	32	16	5475.2533	36.2625	38.0818	40.3342	960.620
9	encoder_lowdelay_main.cfg	Traffic	32	17	5475.2533	36.2625	38.0818	40.3342	962.380
9	encoder_lowdelay_main.cfg	Traffic	32	18	5475.2533	36.2625	38.0818	40.3342	962.830
9	encoder_lowdelay_main.cfg	Traffic	32	19	5475.2533	36.2625	38.0818	40.3342	959.820
9	encoder_lowdelay_main.cfg	Traffic	32	20	5475.2533	36.2625	38.0818	40.3342	958.600
9	encoder_lowdelay_main.cfg	Traffic	32	21	5475.2533	36.2625	38.0818	40.3342	958.540
9	encoder_lowdelay_main.cfg	Traffic	32	22	5475.2533	36.2625	38.0818	40.3342	959.170
9	encoder_lowdelay_main.cfg	Traffic	32	23	5475.2533	36.2625	38.0818	40.3342	958.830
9	encoder_lowdelay_main.cfg	Traffic	32	24	5475.2533	36.2625	38.0818	40.3342	959.410
9	encoder_lowdelay_main.cfg	Traffic	32	25	5475.2533	36.2625	38.0818	40.3342	958.580
9	encoder_lowdelay_main.cfg	Traffic	32	26	5475.2533	36.2625	38.0818	40.3342	957.970
9	encoder_lowdelay_main.cfg	Traffic	32	27	5475.2533	36.2625	38.0818	40.3342	958.760
9	encoder_lowdelay_main.cfg	Traffic	32	28	5475.2533	36.2625	38.0818	40.3342	959.570
9	encoder_lowdelay_main.cfg	Traffic	32	29	5475.2533	36.2625	38.0818	40.3342	957.450
9	encoder_lowdelay_main.cfg	Traffic	32	30	5475.2533	36.2625	38.0818	40.3342	959.620
9	encoder_lowdelay_main.cfg	Traffic	32	31	5475.2533	36.2625	38.0818	40.3342	957.660
9	encoder_lowdelay_main.cfg	Traffic	37	0	5475.2533	36.2625	38.0818	40.3342	958.060
9	encoder_lowdelay_main.cfg	Traffic	37	1	5475.2533	36.2625	38.0818	40.3342	959.910
9	encoder_lowdelay_main.cfg	Traffic	37	2	5475.2533	36.2625	38.0818	40.3342	962.640
9	encoder_lowdelay_main.cfg	Traffic	37	3	5475.2533	36.2625	38.0818	40.3342	957.730
9	encoder_lowdelay_main.cfg	Traffic	37	4	5475.2533	36.2625	38.0818	40.3342	958.240
9	encoder_lowdelay_main.cfg	Traffic	37	5	5475.2533	36.2625	38.0818	40.3342	957.570
9	encoder_lowdelay_main.cfg	Traffic	37	6	5475.2533	36.2625	38.0818	40.3342	958.040
9	encoder_lowdelay_main.cfg	Traffic	37	7	5475.2533	36.2625	38.0818	40.3342	959.240
9	encoder_lowdelay_main.cfg	Traffic	37	8	5475.2533	36.2625	38.0818	40.3342	957.080
9	encoder_lowdelay_main.cfg	Traffic	37	9	5475.2533	36.2625	38.0818	40.3342	959.060
9	encoder_lowdelay_main.cfg	Traffic	37	10	5475.2533	36.2625	38.0818	40.3342	959.620
9	encoder_lowdelay_main.cfg	Traffic	37	11	5475.2533	36.2625	38.0818	40.3342	959.730
9	encoder_lowdelay_main.cfg	Traffic	37	12	5475.2533	36.2625	38.0818	40.3342	959.490
9	encoder_lowdelay_main.cfg	Traffic	37	13	5475.2533	36.2625	38.0818	40.3342	958.720
9	encoder_lowdelay_main.cfg	Traffic	37	14	5475.2533	36.2625	38.0818	40.3342	959.280
9	encoder_lowdelay_main.cfg	Traffic	37	15	5475.2533	36.2625	38.0818	40.3342	963.950
9	encoder_lowdelay_main.cfg	Traffic	37	16	5475.2533	36.2625	38.0818	40.3342	959.590
9	encoder_lowdelay_main.cfg	Traffic	37	17	5475.2533	36.2625	38.0818	40.3342	959.010
9	encoder_lowdelay_main.cfg	Traffic	37	18	5475.2533	36.2625	38.0818	40.3342	957.640
9	encoder_lowdelay_main.cfg	Traffic	37	19	5475.2533	36.2625	38.0818	40.3342	959.150
9	encoder_lowdelay_main.cfg	Traffic	37	20	5475.2533	36.2625	38.0818	40.3342	958.920
9	encoder_lowdelay_main.cfg	Traffic	37	21	5475.2533	36.2625	38.0818	40.3342	958.530
9	encoder_lowdelay_main.cfg	Traffic	37	22	5475.2533	36.2625	38.0818	40.3342	957.220
9	encoder_lowdelay_main.cfg	Traffic	37	23	5475.2533	36.2625	38.0818	40.3342	966.460
9	encoder_lowdelay_main.cfg	Traffic	37	24	5475.2533	36.2625	38.0818	40.3342	958.250
9	encoder_lowdelay_main.cfg	Traffic	37	25	5475.2533	36.2625	38.0818	40.3342	960.020
9	encoder_lowdelay_main.cfg	Traffic	37	26	5475.2533	36.2625	38.0818	40.3342	958.280
9	encoder_lowdelay_main.cfg	Traffic	37	27	5475.2533	36.2625	38.0818	40.3342	958.440
9	encoder_lowdelay_main.cfg	Traffic	37	28	5475.2533	36.2625	38.0818	40.3342	957.610
9	encoder_lowdelay_main.cfg	Traffic	37	29	5475.2533	36.2625	38.0818	40.3342	958.520
9	encoder_lowdelay_main.cfg	Traffic	37	30	5475.2533	36.2625	38.0818	40.3342	958.900
9	encoder_lowdelay_main.cfg	Traffic	37	31	5475.2533	36.2625	38.0818	40.3342	962.070
9	encoder_lowdelay_main.cfg	BasketballDrive	32	0	3396.5778	36.9861	42.1197	41.8837	530.020
9	encoder_lowdelay_main.cfg	BasketballDrive	32	1	3396.5778	36.9861	42.1197	41.8837	531.470
9	encoder_lowdelay_main.cfg	BasketballDrive	32	2	3396.5778	36.9861	42.1197	41.8837	530.490
9	encoder_lowdelay_main.cfg	BasketballDrive	32	3	3396.5778	36.9861	42.1197	41.8837	530.100
9	encoder_lowdelay_main.cfg	BasketballDrive	32	4	3396.5778	36.9861	42.1197	41.8837	529.520
9	encoder_lowdelay_main.cfg	BasketballDrive	32	5	3396.5778	36.9861	42.1197	41.8837	531.530
9	encoder_lowdelay_main.cfg	BasketballDrive	32	6	3396.5778	36.9861	42.1197	41.8837	530.140
9	encoder_lowdelay_main.cfg	BasketballDrive	32	7	3396.5778	36.9861	42.1197	41.8837	531.700
9	encoder_lowdelay_main.cfg	BasketballDrive	32	8	3396.5778	36.9861	42.1197	41.8837	529.250
9	encoder_lowdelay_main.cfg	BasketballDrive	32	9	3396.5778	36.9861	42.1197	41.8837	531.370
9	encoder_lowdelay_main.cfg	BasketballDrive	32	10	3396.5778	36.9861	42.1197	41.8837	533.850
9	encoder_lowdelay_main.cfg	BasketballDrive	32	11	3396.5778	36.9861	42.1197	41.8837	531.420
9	encoder_lowdelay_main.cfg	BasketballDrive	32	12	3396.5778	36.9861	42.1197	41.8837	530.070
9	encoder_lowdelay_main.cfg	BasketballDrive	32	13	3396.5778	36.9861	42.1197	41.8837	531.520
9	encoder_lowdelay_main.cfg	BasketballDrive	32	14	3396.5778	36.9861	42.1197	41.8837	531.770
9	encoder_lowdelay_main.cfg	BasketballDrive	32	15	3396.5778	36.9861	42.1197	41.8837	531.030
9	encoder_lowdelay_main.cfg	BasketballDrive	32	16	3396.5778	36.9861	42.1197	41.8837	530.950
