Nr of Frames	Config	Video	QP	TZSearchConfig	Bit Rate	Y-PSNR	U-PSNR	V-PSNR	Total Time
9	encoder_lowdelay_main.cfg	BasketballDrive	32	17	3396.5778	36.9861	42.1197	41.8837	531.780
9	encoder_lowdelay_main.cfg	BasketballDrive	32	18	3396.5778	36.9861	42.1197	41.8837	529.710
9	encoder_lowdelay_main.cfg	BasketballDrive	32	19	3396.5778	36.9861	42.1197	41.8837	531.210
9	encoder_lowdelay_main.cfg	BasketballDrive	32	20	3396.5778	36.9861	42.1197	41.8837	530.650
9	encoder_lowdelay_main.cfg	BasketballDrive	32	21	3396.5778	36.9861	42.1197	41.8837	531.280
9	encoder_lowdelay_main.cfg	BasketballDrive	32	22	3396.5778	36.9861	42.1197	41.8837	532.530
9	encoder_lowdelay_main.cfg	BasketballDrive	32	23	3396.5778	36.9861	42.1197	41.8837	531.200
9	encoder_lowdelay_main.cfg	BasketballDrive	32	24	3396.5778	36.9861	42.1197	41.8837	532.000
9	encoder_lowdelay_main.cfg	BasketballDrive	32	25	3396.5778	36.9861	42.1197	41.8837	530.930
9	encoder_lowdelay_main.cfg	BasketballDrive	32	26	3396.5778	36.9861	42.1197	41.8837	531.290
9	encoder_lowdelay_main.cfg	BasketballDrive	32	27	3396.5778	36.9861	42.1197	41.8837	530.480
9	encoder_lowdelay_main.cfg	BasketballDrive	32	28	3396.5778	36.9861	42.1197	41.8837	530.590
9	encoder_lowdelay_main.cfg	BasketballDrive	32	29	3396.5778	36.9861	42.1197	41.8837	532.270
9	encoder_lowdelay_main.cfg	BasketballDrive	32	30	3396.5778	36.9861	42.1197	41.8837	530.420
9	encoder_lowdelay_main.cfg	BasketballDrive	32	31	3396.5778	36.9861	42.1197	41.8837	530.500
9	encoder_lowdelay_main.cfg	BasketballDrive	37	0	3396.5778	36.9861	42.1197	41.8837	530.470
9	encoder_lowdelay_main.cfg	BasketballDrive	37	1	3396.5778	36.9861	42.1197	41.8837	534.620
9	encoder_lowdelay_main.cfg	BasketballDrive	37	2	3396.5778	36.9861	42.1197	41.8837	529.990
9	encoder_lowdelay_main.cfg	BasketballDrive	37	3	3396.5778	36.9861	42.1197	41.8837	532.100
9	encoder_lowdelay_main.cfg	BasketballDrive	37	4	3396.5778	36.9861	42.1197	41.8837	530.760
9	encoder_lowdelay_main.cfg	BasketballDrive	37	5	3396.5778	36.9861	42.1197	41.8837	531.520
9	encoder_lowdelay_main.cfg	BasketballDrive	37	6	3396.5778	36.9861	42.1197	41.8837	531.830
9	encoder_lowdelay_main.cfg	BasketballDrive	37	7	3396.5778	36.9861	42.1197	41.8837	530.420
9	encoder_lowdelay_main.cfg	BasketballDrive	37	8	3396.5778	36.9861	42.1197	41.8837	532.290
9	encoder_lowdelay_main.cfg	BasketballDrive	37	9	3396.5778	36.9861	42.1197	41.8837	529.820
9	encoder_lowdelay_main.cfg	BasketballDrive	37	10	3396.5778	36.9861	42.1197	41.8837	530.740
9	encoder_lowdelay_main.cfg	BasketballDrive	37	11	3396.5778	36.9861	42.1197	41.8837	532.250
9	encoder_lowdelay_main.cfg	BasketballDrive	37	12	3396.5778	36.9861	42.1197	41.8837	531.760
9	encoder_lowdelay_main.cfg	BasketballDrive	37	13	3396.5778	36.9861	42.1197	41.8837	532.130
9	encoder_lowdelay_main.cfg	BasketballDrive	37	14	3396.5778	36.9861	42.1197	41.8837	530.290
9	encoder_lowdelay_main.cfg	BasketballDrive	37	15	3396.5778	36.9861	42.1197	41.8837	533.720
9	encoder_lowdelay_main.cfg	BasketballDrive	37	16	3396.5778	36.9861	42.1197	41.8837	530.200
9	encoder_lowdelay_main.cfg	BasketballDrive	37	17	3396.5778	36.9861	42.1197	41.8837	531.540
9	encoder_lowdelay_main.cfg	BasketballDrive	37	18	3396.5778	36.9861	42.1197	41.8837	532.340
9	encoder_lowdelay_main.cfg	BasketballDrive	37	19	3396.5778	36.9861	42.1197	41.8837	530.800
9	encoder_lowdelay_main.cfg	BasketballDrive	37	20	3396.5778	36.9861	42.1197	41.8837	532.540
9	encoder_lowdelay_main.cfg	BasketballDrive	37	21	3396.5778	36.9861	42.1197	41.8837	529.310
9	encoder_lowdelay_main.cfg	BasketballDrive	37	22	3396.5778	36.9861	42.1197	41.8837	531.250
9	encoder_lowdelay_main.cfg	BasketballDrive	37	23	3396.5778	36.9861	42.1197	41.8837	533.560
9	encoder_lowdelay_main.cfg	BasketballDrive	37	24	3396.5778	36.9861	42.1197	41.8837	531.940
9	encoder_lowdelay_main.cfg	BasketballDrive	37	25	3396.5778	36.9861	42.1197	41.8837	531.580
9	encoder_lowdelay_main.cfg	BasketballDrive	37	26	3396.5778	36.9861	42.1197	41.8837	530.160
9	encoder_lowdelay_main.cfg	BasketballDrive	37	27	3396.5778	36.9861	42.1197	41.8837	531.950
9	encoder_lowdelay_main.cfg	BasketballDrive	37	28	3396.5778	36.9861	42.1197	41.8837	530.840
9	encoder_lowdelay_main.cfg	BasketballDrive	37	29	3396.5778	36.9861	42.1197	41.8837	532.690
9	encoder_lowdelay_main.cfg	BasketballDrive	37	30	3396.5778	36.9861	42.1197	41.8837	531.720
9	encoder_lowdelay_main.cfg	BasketballDrive	37	31	3396.5778	36.9861	42.1197	41.8837	532.640
9	encoder_lowdelay_main.cfg	BQMall	32	0	1879.8933	34.2548	39.0597	39.9589	93.210
9	encoder_lowdelay_main.cfg	BQMall	32	1	1879.8933	34.2548	39.0597	39.9589	92.840
9	encoder_lowdelay_main.cfg	BQMall	32	2	1879.8933	34.2548	39.0597	39.9589	93.170
9	encoder_lowdelay_main.cfg	BQMall	32	3	1879.8933	34.2548	39.0597	39.9589	93.050
9	encoder_lowdelay_main.cfg	BQMall	32	4	1879.8933	34.2548	39.0597	39.9589	92.870
9	encoder_lowdelay_main.cfg	BQMall	32	5	1879.8933	34.2548	39.0597	39.9589	92.690
9	encoder_lowdelay_main.cfg	BQMall	32	6	1879.8933	34.2548	39.0597	39.9589	93.000
9	encoder_lowdelay_main.cfg	BQMall	32	7	1879.8933	34.2548	39.0597	39.9589	93.050
9	encoder_lowdelay_main.cfg	BQMall	32	8	1879.8933	34.2548	39.0597	39.9589	93.130
9	encoder_lowdelay_main.cfg	BQMall	32	9	1879.8933	34.2548	39.0597	39.9589	93.110
9	encoder_lowdelay_main.cfg	BQMall	32	10	1879.8933	34.2548	39.0597	39.9589	93.070
9	encoder_lowdelay_main.cfg	BQMall	32	11	1879.8933	34.2548	39.0597	39.9589	93.000
9	encoder_lowdelay_main.cfg	BQMall	32	12	1879.8933	34.2548	39.0597	39.9589	93.200
9	encoder_lowdelay_main.cfg	BQMall	32	13	1879.8933	34.2548	39.0597	39.9589	92.670
9	encoder_lowdelay_main.cfg	BQMall	32	14	1879.8933	34.2548	39.0597	39.9589	93.260
9	encoder_lowdelay_main.cfg	BQMall	32	15	1879.8933	34.2548	39.0597	39.9589	93.740
9	encoder_lowdelay_main.cfg	BQMall	32	16	1879.8933	34.2548	39.0597	39.9589	93.310
9	encoder_lowdelay_main.cfg	BQMall	32	17	1879.8933	34.2548	39.0597	39.9589	93.030
9	encoder_lowdelay_main.cfg	BQMall	32	18	1879.8933	34.2548	39.0597	39.9589	93.040
9	encoder_lowdelay_main.cfg	BQMall	32	19	1879.8933	34.2548	39.0597	39.9589	93.180
9	encoder_lowdelay_main.cfg	BQMall	32	20	1879.8933	34.2548	39.0597	39.9589	93.110
9	encoder_lowdelay_main.cfg	BQMall	32	21	1879.8933	34.2548	39.0597	39.9589	92.900
9	encoder_lowdelay_main.cfg	BQMall	32	22	1879.8933	34.2548	39.0597	39.9589	93.160
9	encoder_lowdelay_main.cfg	BQMall	32	23	1879.8933	34.2548	39.0597	39.9589	92.850
9	encoder_lowdelay_main.cfg	BQMall	32	24	1879.8933	34.2548	39.0597	39.9589	92.980
9	encoder_lowdelay_main.cfg	BQMall	32	25	1879.8933	34.2548	39.0597	39.9589	93.030
9	encoder_lowdelay_main.cfg	BQMall	32	26	1879.8933	34.2548	39.0597	39.9589	92.910
9	encoder_lowdelay_main.cfg	BQMall	32	27	1879.8933	34.2548	39.0597	39.9589	93.030
9	encoder_lowdelay_main.cfg	BQMall	32	28	1879.8933	34.2548	39.0597	39.9589	92.980
9	encoder_lowdelay_main.cfg	BQMall	32	29	1879.8933	34.2548	39.0597	39.9589	93.270
9	encoder_lowdelay_main.cfg	BQMall	32	30	1879.8933	34.2548	39.0597	39.9589	93.210
9	encoder_lowdelay_main.cfg	BQMall	32	31	1879.8933	34.2548	39.0597	39.9589	93.160
9	encoder_lowdelay_main.cfg	BQMall	37	0	1879.8933	34.2548	39.0597	39.9589	93.190
9	encoder_lowdelay_main.cfg	BQMall	37	1	1879.8933	34.2548	39.0597	39.9589	92.910
9	encoder_lowdelay_main.cfg	BQMall	37	2	1879.8933	34.2548	39.0597	39.9589	92.910
9	encoder_lowdelay_main.cfg	BQMall	37	3	1879.8933	34.2548	39.0597	39.9589	93.200
9	encoder_lowdelay_main.cfg	BQMall	37	4	1879.8933	34.2548	39.0597	39.9589	93.040
9	encoder_lowdelay_main.cfg	BQMall	37	5	1879.8933	34.2548	39.0597	39.9589	93.080
9	encoder_lowdelay_main.cfg	BQMall	37	6	1879.8933	34.2548	39.0597	39.9589	93.030
9	encoder_lowdelay_main.cfg	BQMall	37	7	1879.8933	34.2548	39.0597	39.9589	92.940
9	encoder_lowdelay_main.cfg	BQMall	37	8	1879.8933	34.2548	39.0597	39.9589	93.010
9	encoder_lowdelay_main.cfg	BQMall	37	9	1879.8933	34.2548	39.0597	39.9589	92.870
9	encoder_lowdelay_main.cfg	BQMall	37	10	1879.8933	34.2548	39.0597	39.9589	92.830
9	encoder_lowdelay_main.cfg	BQMall	37	11	1879.8933	34.2548	39.0597	39.9589	93.120
9	encoder_lowdelay_main.cfg	BQMall	37	12	1879.8933	34.2548	39.0597	39.9589	92.920
9	encoder_lowdelay_main.cfg	BQMall	37	13	1879.8933	34.2548	39.0597	39.9589	92.730
9	encoder_lowdelay_main.cfg	BQMall	37	14	1879.8933	34.2548	39.0597	39.9589	92.950
9	encoder_lowdelay_main.cfg	BQMall	37	15	1879.8933	34.2548	39.0597	39.9589	93.160
9	encoder_lowdelay_main.cfg	BQMall	37	16	1879.8933	34.2548	39.0597	39.9589	93.010
9	encoder_lowdelay_main.cfg	BQMall	37	17	1879.8933	34.2548	39.0597	39.9589	93.110
9	encoder_lowdelay_main.cfg	BQMall	37	18	1879.8933	34.2548	39.0597	39.9589	93.300
9	encoder_lowdelay_main.cfg	BQMall	37	19	1879.8933	34.2548	39.0597	39.9589	93.030
9	encoder_lowdelay_main.cfg	BQMall	37	20	1879.8933	34.2548	39.0597	39.9589	92.900
9	encoder_lowdelay_main.cfg	BQMall	37	21	1879.8933	34.2548	39.0597	39.9589	93.050
9	encoder_lowdelay_main.cfg	BQMall	37	22	1879.8933	34.2548	39.0597	39.9589	93.040
9	encoder_lowdelay_main.cfg	BQMall	37	23	1879.8933	34.2548	39.0597	39.9589	92.890
9	encoder_lowdelay_main.cfg	BQMall	37	24	1879.8933	34.2548	39.0597	39.9589	92.840
9	encoder_lowdelay_main.cfg	BQMall	37	25	1879.8933	34.2548	39.0597	39.9589	93.160
9	encoder_lowdelay_main.cfg	BQMall	37	26	1879.8933	34.2548	39.0597	39.9589	93.120
9	encoder_lowdelay_main.cfg	BQMall	37	27	1879.8933	34.2548	39.0597	39.9589	92.810
9	encoder_lowdelay_main.cfg	BQMall	37	28	1879.8933	34.2548	39.0597	39.9589	92.980
9	encoder_lowdelay_main.cfg	BQMall	37	29	1879.8933	34.2548	39.0597	39.9589	92.680
9	encoder_lowdelay_main.cfg	BQMall	37	30	1879.8933	34.2548	39.0597	39.9589	93.450
9	encoder_lowdelay_main.cfg	BQMall	37	31	1879.8933	34.2548	39.0597	39.9589	93.200
9	encoder_lowdelay_main.cfg	BlowingBubbles	32	0	622.4889	32.1129	36.5053	38.0698	27.190
9	encoder_lowdelay_main.cfg	BlowingBubbles	32	1	622.4889	32.1129	36.5053	38.0698	27.200
9	encoder_lowdelay_main.cfg	BlowingBubbles	32	2	622.4889	32.1129	36.5053	38.0698	27.220
9	encoder_lowdelay_main.cfg	BlowingBubbles	32	3	622.4889	32.1129	36.5053	38.0698	27.140
9	encoder_lowdelay_main.cfg	BlowingBubbles	32	4	622.4889	32.1129	36.5053	38.0698	27.140
9	encoder_lowdelay_main.cfg	BlowingBubbles	32	5	622.4889	32.1129	36.5053	38.0698	27.200
9	encoder_lowdelay_main.cfg	BlowingBubbles	32	6	622.4889	32.1129	36.5053	38.0698	27.200
9	encoder_lowdelay_main.cfg	BlowingBubbles	32	7	622.4889	32.1129	36.5053	38.0698	27.240
9	encoder_lowdelay_main.cfg	BlowingBubbles	32	8	622.4889	32.1129	36.5053	38.0698	27.180
9	encoder_lowdelay_main.cfg	BlowingBubbles	32	9	622.4889	32.1129	36.5053	38.0698	27.120
9	encoder_lowdelay_main.cfg	BlowingBubbles	32	10	622.4889	32.1129	36.5053	38.0698	27.160
9	encoder_lowdelay_main.cfg	BlowingBubbles	32	11	622.4889	32.1129	36.5053	38.0698	27.260
9	encoder_lowdelay_main.cfg	BlowingBubbles	32	12	622.4889	32.1129	36.5053	38.0698	27.230
9	encoder_lowdelay_main.cfg	BlowingBubbles	32	13	622.4889	32.1129	36.5053	38.0698	27.160
9	encoder_lowdelay_main.cfg	BlowingBubbles	32	14	622.4889	32.1129	36.5053	38.0698	27.210
9	encoder_lowdelay_main.cfg	BlowingBubbles	32	15	622.4889	32.1129	36.5053	38.0698	27.190
9	encoder_lowdelay_main.cfg	BlowingBubbles	32	16	622.4889	32.1129	36.5053	38.0698	27.150
9	encoder_lowdelay_main.cfg	BlowingBubbles	32	17	622.4889	32.1129	36.5053	38.0698	27.190
9	encoder_lowdelay_main.cfg	BlowingBubbles	32	18	622.4889	32.1129	36.5053	38.0698	27.180
9	encoder_lowdelay_main.cfg	BlowingBubbles	32	19	622.4889	32.1129	36.5053	38.0698	27.200
9	encoder_lowdelay_main.cfg	BlowingBubbles	32	20	622.4889	32.1129	36.5053	38.0698	27.240
9	encoder_lowdelay_main.cfg	BlowingBubbles	32	21	622.4889	32.1129	36.5053	38.0698	27.260
9	encoder_lowdelay_main.cfg	BlowingBubbles	32	22	622.4889	32.1129	36.5053	38.0698	27.170
9	encoder_lowdelay_main.cfg	BlowingBubbles	32	23	622.4889	32.1129	36.5053	38.0698	27.360
9	encoder_lowdelay_main.cfg	BlowingBubbles	32	24	622.4889	32.1129	36.5053	38.0698	27.240
9	encoder_lowdelay_main.cfg	BlowingBubbles	32	25	622.4889	32.1129	36.5053	38.0698	27.190
9	encoder_lowdelay_main.cfg	BlowingBubbles	32	26	622.4889	32.1129	36.5053	38.0698	27.180
9	encoder_lowdelay_main.cfg	BlowingBubbles	32	27	622.4889	32.1129	36.5053	38.0698	27.140
9	encoder_lowdelay_main.cfg	BlowingBubbles	32	28	622.4889	32.1129	36.5053	38.0698	27.180
9	encoder_lowdelay_main.cfg	BlowingBubbles	32	29	622.4889	32.1129	36.5053	38.0698	27.160
9	encoder_lowdelay_main.cfg	BlowingBubbles	32	30	622.4889	32.1129	36.5053	38.0698	27.220
9	encoder_lowdelay_main.cfg	BlowingBubbles	32	31	622.4889	32.1129	36.5053	38.0698	27.210
9	encoder_lowdelay_main.cfg	BlowingBubbles	37	0	622.4889	32.1129	36.5053	38.0698	27.160
9	encoder_lowdelay_main.cfg	BlowingBubbles	37	1	622.4889	32.1129	36.5053	38.0698	27.120
9	encoder_lowdelay_main.cfg	BlowingBubbles	37	2	622.4889	32.1129	36.5053	38.0698	27.200
9	encoder_lowdelay_main.cfg	BlowingBubbles	37	3	622.4889	32.1129	36.5053	38.0698	27.160
9	encoder_lowdelay_main.cfg	BlowingBubbles	37	4	622.4889	32.1129	36.5053	38.0698	27.210
9	encoder_lowdelay_main.cfg	BlowingBubbles	37	5	622.4889	32.1129	36.5053	38.0698	27.210
9	encoder_lowdelay_main.cfg	BlowingBubbles	37	6	622.4889	32.1129	36.5053	38.0698	27.230
9	encoder_lowdelay_main.cfg	BlowingBubbles	37	7	622.4889	32.1129	36.5053	38.0698	27.200
9	encoder_lowdelay_main.cfg	BlowingBubbles	37	8	622.4889	32.1129	36.5053	38.0698	27.180
9	encoder_lowdelay_main.cfg	BlowingBubbles	37	9	622.4889	32.1129	36.5053	38.0698	27.220
9	encoder_lowdelay_main.cfg	BlowingBubbles	37	10	622.4889	32.1129	36.5053	38.0698	27.180
9	encoder_lowdelay_main.cfg	BlowingBubbles	37	11	622.4889	32.1129	36.5053	38.0698	27.200
9	encoder_lowdelay_main.cfg	BlowingBubbles	37	12	622.4889	32.1129	36.5053	38.0698	27.130
9	encoder_lowdelay_main.cfg	BlowingBubbles	37	13	622.4889	32.1129	36.5053	38.0698	27.230
9	encoder_lowdelay_main.cfg	BlowingBubbles	37	14	622.4889	32.1129	36.5053	38.0698	27.260
9	encoder_lowdelay_main.cfg	BlowingBubbles	37	15	622.4889	32.1129	36.5053	38.0698	27.280
9	encoder_lowdelay_main.cfg	BlowingBubbles	37	16	622.4889	32.1129	36.5053	38.0698	27.150
9	encoder_lowdelay_main.cfg	BlowingBubbles	37	17	622.4889	32.1129	36.5053	38.0698	27.210
9	encoder_lowdelay_main.cfg	BlowingBubbles	37	18	622.4889	32.1129	36.5053	38.0698	27.230
9	encoder_lowdelay_main.cfg	BlowingBubbles	37	19	622.4889	32.1129	36.5053	38.0698	27.180
9	encoder_lowdelay_main.cfg	BlowingBubbles	37	20	622.4889	32.1129	36.5053	38.0698	27.240
9	encoder_lowdelay_main.cfg	BlowingBubbles	37	21	622.4889	32.1129	36.5053	38.0698	27.210
9	encoder_lowdelay_main.cfg	BlowingBubbles	37	22	622.4889	32.1129	36.5053	38.0698	27.210
9	encoder_lowdelay_main.cfg	BlowingBubbles	37	23	622.4889	32.1129	36.5053	38.0698	27.180
9	encoder_lowdelay_main.cfg	BlowingBubbles	37	24	622.4889	32.1129	36.5053	38.0698	27.200
9	encoder_lowdelay_main.cfg	BlowingBubbles	37	25	622.4889	32.1129	36.5053	38.0698	27.240
9	encoder_lowdelay_main.cfg	BlowingBubbles	37	26	622.4889	32.1129	36.5053	38.0698	27.240
9	encoder_lowdelay_main.cfg	BlowingBubbles	37	27	622.4889	32.1129	36.5053	38.0698	27.150
9	encoder_lowdelay_main.cfg	BlowingBubbles	37	28	622.4889	32.1129	36.5053	38.0698	27.220
9	encoder_lowdelay_main.cfg	BlowingBubbles	37	29	622.4889	32.1129	36.5053	38.0698	27.260
9	encoder_lowdelay_main.cfg	BlowingBubbles	37	30	622.4889	32.1129	36.5053	38.0698	27.210
9	encoder_lowdelay_main.cfg	BlowingBubbles	37	31	622.4889	32.1129	36.5053	38.0698	27.170
